ano,mes,tributo,decendio,arrecadacao_bruta,retificacao,compensacao,restituicao,outros,arrecadacao_liquida
2020,8,IPI,3º decêndio,2999888565.47,-2917.52,239586832.27,-60866008.23,94240259.91,3272846731.9
2020,9,IPI,2º decêndio,610560082.29,8804.09,67641144.85,-16467797.99,22950695.89,684692929.13
2020,9,IPI,3º decêndio,3636805591.04,27991.51,119845787.12,-19247968.85,151909914.88,3889341315.7
2020,9,IPI,1º decêndio,1244462877.54,-150312.03,-41198309.91,-18381761.09,4412807.47,1189145301.98
2020,10,IPI,2º decêndio,866974776.47,-248486.18,-350905562.48,-4524370.77,123187781.59,634484138.63
2020,10,IPI,1º decêndio,1314701639.36,-41767.87,52116596.57,-4560964.85,4134028.99,1366349532.2
2020,10,IPI,3º decêndio,3684234454.57,40413.07,99355516.62,-26256847.84,66980414.13,3824353950.55
2020,11,IPI,3º decêndio,3979577897.89,464505.32,361532938.48,-23480730.7,80545281.14,4398639892.13
2020,11,IPI,1º decêndio,1456491884.44,-269400.86,-161703460.11,-6795302.82,4965839.94,1292689560.59
2020,11,IPI,2º decêndio,1295326259.93,307709.53,-106223473.76,-832162.17,151023424.81,1339601758.34
2020,12,IPI,3º decêndio,3921322875.47,45465.45,75136468.15,-24193310.62,170755176.03,4143066674.48
2020,12,IPI,1º decêndio,1434729602.72,40548.01,76658222.23,-10212253.94,8128669.36,1509344788.38
2020,12,IPI,2º decêndio,859693808.51,220559.62,41277212.96,-55279707.5,36820531.49,882732405.08
2024,1,IR,1º decêndio,9257135078.76,9294501.58,120778779.79,-29659667.56,24863659.1,9382412351.67
2024,1,IR,3º decêndio,68136233800.71,139127624.98,-1088431191.8,-1095911040.98,148656881.08,66239676073.99
2024,1,IR,2º decêndio,30325156478.81,-5469729.88,-429285973.39,-17858476.74,562979454.22,30435521753.02
2024,2,IR,3º decêndio,29406977213.85,-9470030.54,-938333241.92,-828746707.32,119918336.75,27750345570.82
2024,2,IR,1º decêndio,5563938697.89,10593645.38,2881358046.0,-21000231.47,152153511.46,8587043669.26
2024,2,IR,2º decêndio,20767791073.89,-11768517.95,-714210196.38,-5379522.86,623339082.6,20659771919.3
2024,3,IR,1º decêndio,3714220839.9,9708694.14,-151114952.65,-18297496.07,45497022.35,3600014107.67
2024,3,IR,3º decêndio,27722848742.82,17354106.91,-835331115.23,-571922392.74,1392332778.33,27725282120.09
2024,3,IR,2º decêndio,24219236626.22,3561182.0,-55652975.35,-13898291.72,955759606.67,25109006147.82
2024,4,IR,1º decêndio,5964899101.34,19296821.94,16374518.59,-135506940.08,52290070.53,5917353572.32
2024,4,IR,3º decêndio,41010541607.08,48258020.24,-872679329.6,-1034868668.11,213554592.33,39364806221.94
2024,4,IR,2º decêndio,25928479976.05,34397277.86,-146272704.08,-8914001.69,971728693.81,26779419241.95
2024,5,IR,3º decêndio,41413798847.53,70346241.36,779838768.67,-10133774703.62,314842635.63,32445051789.57
2024,5,IR,2º decêndio,24210587844.61,70557536.31,-34735189.96,-3455175.27,1241840550.55,25484795566.24
2024,5,IR,1º decêndio,5162364259.73,139708077.07,594947127.41,-30028239.68,119859869.2,5986851093.73
2024,6,IR,1º decêndio,16663483255.52,50863453.39,640141352.46,-14794682.87,99710855.16,17439404233.66
2024,6,IR,2º decêndio,23808904116.68,56862922.99,-260212792.51,-8766017.68,1571451040.23,25168239269.71
2024,6,IR,3º decêndio,25804645920.63,37320103.05,723466156.19,-11421435642.07,256043430.73,15400039968.53
2024,7,IR,2º decêndio,22531493483.0,75669731.69,-298232142.5,-37996025.71,802317650.1,23073252696.61
2024,7,IR,3º decêndio,41757408388.0,218868306.9,114067741.7,-8910171024.0,288488146.8,33468661559.85
2024,7,IR,1º decêndio,6167686405.0,21655338.7,1419222838.0,-14266867.91,271989191.5,7866286905.28
2024,8,IR,1º decêndio,5369959075.29,308466675.39,308617380.7,-18152712.79,382046961.96,6350937380.55
2024,8,IR,2º decêndio,21646786483.52,291197117.96,-1647636505.29,-67547878.55,688133895.23,20910933112.87
2024,8,IR,3º decêndio,29494795100.32,86906703.99,-3102671975.25,-7460747034.17,188018535.92,19206301330.81
2024,1,IPI,1º decêndio,1505063600.03,4936251.09,51760656.06,-21466906.83,513642.75,1540807243.1
2024,1,IPI,3º decêndio,4136888012.52,8220218.79,-653782479.19,-97154658.86,2171541.44,3396342634.7
2024,1,IPI,2º decêndio,738697189.89,1572664.8,-531811193.28,-8091517.4,713449.28,201080593.29
2024,2,IPI,2º decêndio,807107453.37,-1398827.59,891350.81,-469358.77,2673212.05,808803829.87
2024,2,IPI,1º decêndio,1286153472.77,202276.0,62519198.98,-11889580.35,28012363.34,1364997730.74
2024,2,IPI,3º decêndio,3395763898.34,672940.05,-133094317.25,-59069976.88,28113967.82,3232386512.08
2024,3,IPI,3º decêndio,3596160862.78,2721389.42,56376189.59,-87990123.93,34055139.32,3601323457.18
2024,3,IPI,2º decêndio,1042250549.88,446136.03,899825211.81,-6185928.0,80897627.54,2017233597.26
2024,3,IPI,1º decêndio,1164679461.14,1317042.22,137433426.86,-14063173.64,4917388.64,1294284145.22
2024,4,IPI,2º decêndio,811646149.25,-1654929.52,-480344972.82,-6554315.31,54126838.73,377218770.33
2024,4,IPI,3º decêndio,4050076919.84,5477034.86,-36188540.84,-88325100.59,29391443.31,3960431756.58
2024,4,IPI,1º decêndio,1596927680.07,78235197.69,16949211.75,-25689179.51,14197352.52,1680620262.52
2024,5,IPI,2º decêndio,840110885.37,6148433.38,-65446787.09,-33043135.9,143454190.31,891223586.07
2024,5,IPI,1º decêndio,1403434727.11,10381288.05,-323026248.9,-1413790.52,15428144.45,1104804120.19
2024,5,IPI,3º decêndio,3925390988.83,736621.4,797518505.34,-169623312.65,22072527.76,4576095330.68
2024,6,IPI,3º decêndio,4146179405.88,-3208115.41,-84415439.86,-147596297.62,24490909.21,3935450462.2
2024,6,IPI,1º decêndio,1292631176.47,-314802.0,119196612.04,-1431424.98,14530803.55,1424612365.08
2024,6,IPI,2º decêndio,1252452762.49,-95844.61,104893672.69,-1181673.85,127921470.25,1483990386.97
2024,7,IPI,3º decêndio,4252137993.87,30802154.2,2008963546.92,-74488153.78,28958865.8,6246374407.01
2024,7,IPI,1º decêndio,1646043130.68,3463257.92,651793685.61,-4437554.03,20520629.02,2317383149.2
2024,7,IPI,2º decêndio,816653322.16,31662923.47,-505917326.0,-4159687.08,24757818.31,362997050.86
2024,8,IPI,1º decêndio,1638331798.28,2238106.8,93614634.64,-1744191.16,7741603.38,1740181951.94
2024,8,IPI,3º decêndio,3927927892.55,9793441.74,400496522.5,-79872658.79,26446733.24,4284791931.24
2024,8,IPI,2º decêndio,1223428306.71,5523651.96,-239976380.84,-19075986.87,-3027687.82,966871903.14
2023,1,IR,2º decêndio,25260511089.49,593254634.54,12438433.34,-899370304.69,-44278359.08,25598466685.38
2023,1,IR,1º decêndio,9755840095.08,16678465.37,740992.05,-259942628.04,-5758588.69,10004121854.39
2023,1,IR,3º decêndio,63869605681.98,123996247.34,1103005.66,975113927.2,-945124124.47,63714516626.25
2023,2,IR,1º decêndio,5916939947.13,90187269.84,-12550349.08,1367442041.56,-22568185.04,4494429169.85
2023,2,IR,2º decêndio,15530584816.36,474674005.98,14517445.49,-744039082.52,-81486707.68,15866919155.09
2023,2,IR,3º decêndio,24818042301.66,192277407.96,-967497.81,-1728433679.36,-634270114.84,26989436185.71
2023,3,IR,3º decêndio,29242408562.58,1189458.56,-1697764276.74,-1112080005.99,155926879.94,26589680618.35
2023,3,IR,2º decêndio,19268252811.32,-13731083.46,-8611008.5,-145689050.61,508349858.32,19608571527.07
2023,3,IR,1º decêndio,4483250741.28,-50393510.33,980434015.58,-259572625.13,376453453.15,5530172074.55
2023,4,IR,2º decêndio,22687467083.82,30952252.69,353779648.04,-18164455.1,642487644.4,23696522173.85
2023,4,IR,1º decêndio,5707044054.77,277042.29,1503018698.18,-42977092.99,3636650.98,7170999353.23
2023,4,IR,3º decêndio,39569207537.13,5245376.15,-203099544.06,-1696858997.24,129244228.36,37803738600.34
2023,5,IR,2º decêndio,19478447046.5,3421609.86,-3289991.84,-133352461.77,501843776.3,19847069979.05
2023,5,IR,1º decêndio,5027436823.7,3528153.83,2160409764.82,-21344577.48,51750547.08,7221780711.95
2023,5,IR,3º decêndio,33341416674.42,3647644.12,-702876731.65,-8102472329.33,228142076.01,24767857333.57
2023,6,IR,1º decêndio,14840390689.18,-51697484.66,804634981.49,-167722367.39,48099960.71,15473705779.33
2023,6,IR,3º decêndio,25809604190.75,-1486031.29,-909615420.29,-7798590489.01,163242956.88,17263155207.04
2023,6,IR,2º decêndio,18314488823.59,111784233.0,-170967343.34,-126472890.9,895447861.61,19024280683.96
2023,7,IR,2º decêndio,19835272293.26,6879397.2,-498315527.19,-401743607.53,680403256.56,19622495812.3
2023,7,IR,3º decêndio,37489850945.65,5395645.72,-1169718026.14,-8096840937.71,141544548.45,28370232175.97
2023,7,IR,1º decêndio,6743490096.76,24896411.14,-317423747.9,-63752436.41,44034389.93,6431244713.52
2023,8,IR,2º decêndio,17500500898.29,-1103848.56,-1806132365.65,-37351822.45,532397669.1,16188310530.73
2023,8,IR,1º decêndio,4703277398.5,43459050.24,1667994154.54,-27249279.6,49651287.08,6437132610.76
2023,8,IR,3º decêndio,25944448801.97,34919579.41,-1639297994.68,-7799740115.51,220812993.51,16761143264.7
2023,9,IR,3º decêndio,23851571604.42,67389988.55,-1625001464.87,-3154441963.34,99443186.14,19238961350.9
2023,9,IR,1º decêndio,4802387186.35,52319406.98,-181975071.6,-32562941.96,10669515.97,4650838095.74
2023,9,IR,2º decêndio,20108233716.32,49472269.72,-1605088494.32,-33757888.32,2652746961.46,21171606564.86
2023,10,IR,2º decêndio,20369219137.83,29647663.73,-867417054.2,-439263585.07,608172207.74,19700358370.03
2023,10,IR,3º decêndio,40809908767.02,-1369092.37,-2026158546.53,-1425296793.92,94339898.56,37451424232.76
2023,10,IR,1º decêndio,6467333002.71,49846559.92,666615958.65,-9113197.42,29263622.28,7203945946.14
2023,11,IR,1º decêndio,5175993366.0,74807584.49,2442831730.11,-9636046.74,34098936.53,7718095570.39
2023,11,IR,2º decêndio,18334876476.78,874288.83,-1247123477.84,-42199722.71,607531257.86,17653958822.92
2023,11,IR,3º decêndio,27473394076.48,93576484.23,-348830774.97,-1101623472.53,156008888.06,26272525201.27
2023,12,IR,2º decêndio,24951894663.51,5837241.04,-1727244941.25,-153372941.25,1118598323.75,24195712345.8
2023,12,IR,3º decêndio,27469206975.6,-15288590.9,-721004223.02,-757818297.51,162203207.85,26137299072.02
2023,12,IR,1º decêndio,18551647293.22,31529951.84,77154150.12,-29580999.03,81931767.99,18712682164.14
2023,1,IPI,3º decêndio,2708429821.54,28123037.15,21230.5,-247333070.96,-87847520.71,3015466145.56
2023,1,IPI,1º decêndio,1404202993.13,125651.49,17343.94,-182400645.78,-1008122.69,1587468766.17
2023,1,IPI,2º decêndio,765932278.03,-448160.76,504212.48,-97295831.64,-5405514.05,868577572.0
2023,2,IPI,3º decêndio,3054887810.42,29996831.29,1309503.99,339032412.86,-135260991.19,2819810053.47
2023,2,IPI,2º decêndio,361708860.7,-441462.33,749831.17,-175233369.7,-22353436.55,558987298.11
2023,2,IPI,1º decêndio,492215072.46,-210987.13,3523310.07,-352152517.2,-13125943.97,854181210.69
2023,3,IPI,2º decêndio,772913814.61,1721002.51,-25102784.0,-3918508.37,316655.8,745930180.55
2023,3,IPI,1º decêndio,928169851.36,1558684.64,-289696687.12,-27648540.81,1670581.39,614053889.46
2023,3,IPI,3º decêndio,3236779329.58,-1318347.19,425789464.59,-210965157.46,24481176.42,3474766465.94
2023,4,IPI,2º decêndio,1078865115.68,-1706501.4,-367975885.66,-22414428.63,-2742694.67,684025605.32
2023,4,IPI,1º decêndio,732545277.35,332865.38,-174505019.03,-10557597.71,-37087.88,547778438.11
2023,4,IPI,3º decêndio,3134549225.53,-8055894.0,-118960674.27,-111534942.92,1140882.13,2897138596.47
2023,5,IPI,1º decêndio,923153020.65,16043.16,-99316845.07,-2047934.29,-2276264.84,819528019.61
2023,5,IPI,3º decêndio,3249175872.39,5910042.51,426402274.35,-134872416.43,27765522.51,3574381295.33
2023,5,IPI,2º decêndio,684503363.79,598512.74,-155280221.68,-21904481.02,7840162.44,515757336.27
2023,6,IPI,2º decêndio,889495152.17,593986.16,-60738679.9,-13010235.22,-10704815.06,805635408.15
2023,6,IPI,3º decêndio,3322208092.98,43307.98,126456970.04,-49301986.92,28873988.33,3428280372.41
2023,6,IPI,1º decêndio,738854952.69,222447.55,158248567.45,-67514.88,445301.25,897703754.06
2023,7,IPI,2º decêndio,970529319.16,185982.05,-510254018.42,-8311066.52,3689825.26,455840041.53
2023,7,IPI,3º decêndio,3150421364.65,23885.9,55426143.99,-141961848.73,28280168.18,3092189713.99
2023,7,IPI,1º decêndio,769102467.97,45457.44,145791243.66,-1946839.45,-2131998.52,910860331.1
2023,8,IPI,1º decêndio,843848851.11,138903.72,-83514268.57,-11779446.19,-4970889.76,743723150.31
2023,8,IPI,2º decêndio,590533724.91,-387568.19,-108281440.49,-45900059.39,-3868910.81,432095746.03
2023,8,IPI,3º decêndio,3506671500.69,2661302.04,161754962.94,-119863250.94,22960707.14,3574185221.87
2023,9,IPI,3º decêndio,3519415482.05,4694978.99,109288698.06,-74367570.95,11648139.82,3570679727.97
2023,9,IPI,2º decêndio,1096330696.82,-8660037.72,93293290.07,-8471277.71,222270262.0,1394762933.46
2023,9,IPI,1º decêndio,652245580.69,3994947.36,-82911606.08,-3461044.38,-7470618.58,562397259.01
2023,10,IPI,3º decêndio,3598443323.36,1966209.78,-550331107.49,-84035788.64,21627524.56,2987670161.57
2023,10,IPI,1º decêndio,885294274.16,4075591.86,784323822.07,-31694088.13,-11577521.03,1630422078.93
2023,10,IPI,2º decêndio,857897790.14,10205779.88,132345025.65,-17966981.6,-4335692.66,978145921.41
2023,11,IPI,3º decêndio,3894651431.88,17326950.8,-889650750.67,-118561546.17,18124928.1,2921891013.94
2023,11,IPI,2º decêndio,651747050.26,2782571.06,370826477.29,-1796369.01,-2553739.74,1021005989.86
2023,11,IPI,1º decêndio,968305122.01,7679519.7,90835339.1,-5271720.35,-7101937.56,1054446322.9
2023,12,IPI,1º decêndio,886352652.79,6959078.72,486987080.82,-1949056.35,4725754.9,1383075510.88
2023,12,IPI,2º decêndio,1370413368.78,2268918.01,-182744851.22,-33001759.25,50272518.81,1207208195.13
2023,12,IPI,3º decêndio,3761572053.08,2009363.99,-93991465.4,-106391069.32,31976033.78,3595174916.13
2021,4,IR,1º decêndio,2798778821.0,-554063.19,181614761.26,-34520892.96,30461947.44,2975780573.55
2021,6,IR,1º decêndio,6346890033.04,-1642043.14,316241130.43,-21951745.11,116677227.31,6756214602.53
2021,2,IR,1º decêndio,2732154934.89,-2228107.39,775617377.51,-35274862.86,88027905.17,3558297247.32
2021,3,IR,1º decêndio,2878817381.3,13026264.36,1343321880.89,-13529789.89,107322171.28,4328957907.94
2021,9,IR,1º decêndio,3078336036.67,13640234.03,421442461.07,-51665056.35,59926528.65,3521680204.07
2021,5,IR,1º decêndio,2552860953.11,-4762031.5,1562302761.91,-80767388.95,71869986.17,4101504280.74
2021,11,IR,1º decêndio,3294814998.85,-504786387.1,1383068000.85,-29070242.53,56211478.27,4200237848.34
2021,8,IR,1º decêndio,3727443526.92,-1546462.99,308299087.72,-163458092.5,69215167.42,3939953226.57
2021,10,IR,1º decêndio,3062821009.53,1745632.29,249520778.02,-33420907.11,51164788.76,3331831301.49
2021,1,IR,1º decêndio,4631967887.05,-29826832.9,-395833182.03,-10364335.7,58965490.44,4254909026.86
2021,12,IR,1º decêndio,9796824492.0,-11585402.42,1075552104.87,-19787816.8,72479863.92,10913483241.57
2021,7,IR,1º decêndio,3358307529.27,665624.91,-589625831.39,-36408351.28,107891798.8,2840830770.31
2021,7,IR,2º decêndio,12415336162.06,-15733488.84,41655031.24,-57939998.54,1450727786.57,13834045492.49
2021,12,IR,2º decêndio,17442210240.43,-1334467.34,-802059960.21,-71852744.02,574619709.55,17141582778.41
2021,10,IR,2º decêndio,13707523307.96,-328294.95,-958099263.36,-14619610.47,494288450.81,13228764589.99
2021,3,IR,2º decêndio,13094034479.31,-6594116.3,-78710531.62,-31866146.53,568540184.54,13545403869.4
2021,5,IR,2º decêndio,14062379041.8,-3149827.91,-250272796.99,-163628820.85,799495191.79,14444822787.84
2021,1,IR,2º decêndio,16332176607.11,3283415.56,29044312.73,-73175944.17,1261008131.78,17552336523.01
2021,8,IR,2º decêndio,12803033471.01,661518.09,-621665597.22,-26755320.31,542318118.76,12697592190.33
2021,4,IR,2º decêndio,14192619940.2,3618437.67,-368820034.25,-19586637.33,858734160.97,14666565867.26
2021,11,IR,2º decêndio,12812867041.64,5788096.64,-900490301.5,-33815843.04,458537541.39,12342886535.13
2021,9,IR,2º decêndio,12895917240.72,5185631.09,-688238398.45,-164611123.82,530377123.95,12578630473.49
2021,2,IR,2º decêndio,10911680893.95,9271451.81,-180995626.89,-27031941.5,576370612.04,11289295389.41
2021,6,IR,2º decêndio,11899349574.54,1290629.56,-578737074.84,-296859476.08,565902005.07,11590945658.25
2021,12,IR,3º decêndio,25490223955.22,-3050834.99,-155563453.42,-432285963.92,1029995462.44,25929319165.33
2021,11,IR,3º decêndio,26233323448.05,16846421.65,-1114651523.83,-729717695.4,199752577.07,24605553227.54
2021,8,IR,3º decêndio,23411280168.17,10727533.95,-1333296514.27,-5316054124.18,136397132.52,16909054196.19
2021,2,IR,3º decêndio,20523452219.83,1007201.43,-2696331524.46,-326039622.08,650041675.24,18152129949.96
2021,4,IR,3º decêndio,29921866554.38,1161860.63,-2566509393.53,-458964725.45,1560200982.18,28457755278.21
2021,9,IR,3º decêndio,23476244716.06,5256573.01,-2237173879.35,-665319915.56,173019781.84,20752027276.0
2021,1,IR,3º decêndio,44040532640.63,-11008300.92,-1029574324.59,-476049765.37,312029106.53,42835929356.28
2021,10,IR,3º decêndio,36515696083.3,190288.35,-1699377851.64,-858422106.14,140512761.12,34098599174.99
2021,5,IR,3º decêndio,28901060784.49,-948796.25,-351793260.64,-6805022301.13,252721408.17,21996017834.64
2021,7,IR,3º decêndio,34057637014.53,581570.82,-7692704.72,-6215506559.0,253727545.26,28088746866.89
2021,6,IR,3º decêndio,23175828070.63,5717633.64,-368699678.79,-6358571483.67,527302881.34,16981577423.15
2021,3,IR,3º decêndio,21603468012.6,-14217175.88,-1082489807.31,-907343880.99,678412961.88,20277830110.3
2021,10,IPI,1º decêndio,1253508951.1,8197.12,196588795.8,-619175.95,568324.75,1450055092.82
2021,4,IPI,1º decêndio,1334911414.63,54201.14,80395987.17,-8036404.71,2510088.54,1409835286.77
2021,9,IPI,1º decêndio,1399365517.66,153791.41,9569799.24,-7215512.57,571046.61,1402444642.35
2021,2,IPI,1º decêndio,1483793834.82,191608.69,-344141409.45,-6799743.44,4901850.41,1137946141.03
2021,3,IPI,1º decêndio,1499579354.35,-7008.47,141144640.08,-2826450.78,3214294.89,1641104830.07
2021,1,IPI,1º decêndio,1249523561.11,-9492.67,92179461.19,-5266635.28,3095525.47,1339522419.82
2021,12,IPI,1º decêndio,1629516164.63,-2738467.68,-1316939898.96,-2399631.79,536620.77,307974786.97
2021,11,IPI,1º decêndio,1727669116.34,560270.05,-141280958.15,-1797975.58,391615.65,1585542068.31
2021,5,IPI,1º decêndio,1239563321.06,-483238.98,-494719499.1,-5920320.6,2926485.03,741366747.41
2021,8,IPI,1º decêndio,1245265519.4,66996.3,-216878280.38,-1309613.34,1486615.72,1028631237.7
2021,7,IPI,1º decêndio,1152852246.72,-25311.62,31972832.26,-10413729.49,7270930.51,1181656968.38
2021,6,IPI,1º decêndio,1334341281.75,530308.31,-26079926.85,-2283003.6,5113077.69,1311621737.3
2021,9,IPI,2º decêndio,1165657282.72,-1560921.05,-74087658.01,-1993905.22,3953841.68,1091968640.12
2021,3,IPI,2º decêndio,976065582.62,843885.33,48699529.03,-4421611.31,20921989.96,1042109375.63
2021,7,IPI,2º decêndio,1004559811.33,-8918489.19,-326439499.25,-2785578.65,176584727.22,843000971.46
2021,12,IPI,2º decêndio,1477861973.89,201492.76,-8095501.22,-27459507.42,1645617.51,1444154075.52
2021,8,IPI,2º decêndio,1174816743.08,-1285626.32,-42156181.03,-9060179.67,1412633.14,1123727389.2
2021,11,IPI,2º decêndio,1137255933.92,74328.15,-260748351.85,-2345858.62,798967.61,875035019.21
2021,2,IPI,2º decêndio,751195865.2,723.08,-191935953.29,-3735156.42,14169439.27,569694917.84
2021,6,IPI,2º decêndio,716594329.41,449960.75,91058724.29,-1613398.92,19541008.53,826030624.06
2021,10,IPI,2º decêndio,1292097797.16,464616.25,-353131340.15,-4963175.56,313144.1,934781041.8
2021,1,IPI,2º decêndio,1111520060.28,68910.46,-434094438.0,-25977900.48,100881847.1,752398479.36
2021,5,IPI,2º decêndio,1045061390.12,331279.44,74509302.87,-3265285.33,52006081.97,1168642769.07
2021,4,IPI,2º decêndio,1022727091.89,181086.74,-280236339.34,-7101708.26,53086816.38,788656947.41
2021,7,IPI,3º decêndio,3408079634.89,710835.55,-298207295.22,-83294081.95,51019762.51,3078308855.78
2021,3,IPI,3º decêndio,3783824807.6,182980.9,419379.02,-25254386.75,116357029.91,3875529810.68
2021,6,IPI,3º decêndio,3620467032.33,105552.38,599003066.98,-112124366.46,88099231.52,4195550516.75
2021,9,IPI,3º decêndio,4138496864.79,964353.8,-92689252.84,-56271896.43,30772047.91,4021272117.23
2021,2,IPI,3º decêndio,3391701221.39,61082.43,-105830106.34,-20504078.42,107493709.17,3372921828.23
2021,10,IPI,3º decêndio,3962638458.93,-153128.89,-161170619.37,-156535608.24,31601860.78,3676380963.21
2021,5,IPI,3º decêndio,3198627486.78,-573864.08,13124959.38,-15317220.25,51945977.47,3247807339.3
2021,1,IPI,3º decêndio,3435730687.7,58324.24,-80926474.12,-16703951.41,54427232.96,3392585819.37
2021,11,IPI,3º decêndio,4372981112.07,-6321690.58,152196133.06,-29487562.46,32643464.63,4522011456.72
2021,12,IPI,3º decêndio,4142940722.72,206641.99,92791919.86,-55467261.82,35243618.04,4215715640.79
2021,4,IPI,3º decêndio,3327287280.18,164566.67,625977086.07,-52083226.9,59531244.1,3960876950.12
2021,8,IPI,3º decêndio,3588869836.17,119236.5,157014875.21,-46728204.9,29967803.92,3729243546.9
